INSERT ALL
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00001', 'Valerie', 'Dominguez', TO_DATE('1995-06-20', 'YYYY-MM-DD'), 'Couple', 'O', 'L00053', 'robertwilliams@example.org', '808-871-7463x82')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00817', 'Andrew', 'Lewis', TO_DATE('1973-06-28', 'YYYY-MM-DD'), 'Group', 'F', 'L00036', 'john51@example.net', '+1-280-866-5647')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00818', 'Thomas', 'Villanueva', TO_DATE('1954-04-27', 'YYYY-MM-DD'), 'Senior Citizen', 'F', 'L00008', 'connie32@example.com', '001-738-418-031')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00819', 'John', 'Perry', TO_DATE('1995-12-20', 'YYYY-MM-DD'), 'Couple', 'O', 'L00080', 'traci90@example.org', '794.525.8265x18')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00820', 'Chad', 'Miller', TO_DATE('1995-11-18', 'YYYY-MM-DD'), 'Couple', 'M', 'L00029', 'kelly08@example.net', '481.465.4369x38')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00821', 'Michelle', 'Elliott', TO_DATE('2004-09-08', 'YYYY-MM-DD'), 'Student', 'O', 'L00086', 'zturner@example.com', '(920)541-0562')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00822', 'Steven', 'Schmidt', TO_DATE('1990-03-24', 'YYYY-MM-DD'), 'Couple', 'F', 'L00039', 'ymiles@example.com', '539-927-0708x08')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00823', 'Danielle', 'James', TO_DATE('1966-11-16', 'YYYY-MM-DD'), 'Senior Citizen', 'F', 'L00064', 'anthonylong@example.net', '+1-398-371-2842')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00824', 'Ian', 'Lane', TO_DATE('1951-07-31', 'YYYY-MM-DD'), 'Senior Citizen', 'O', 'L00067', 'suarezrobert@example.net', '(679)562-6578x4')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00825', 'Michael', 'Young', TO_DATE('1967-07-01', 'YYYY-MM-DD'), 'Senior Citizen', 'M', 'L00100', 'znguyen@example.com', '001-890-984-669')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00826', 'Brett', 'Moore', TO_DATE('1983-07-09', 'YYYY-MM-DD'), 'Group', 'O', 'L00013', 'glittle@example.net', '001-945-974-309')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00827', 'Jason', 'Miller', TO_DATE('1984-05-17', 'YYYY-MM-DD'), 'Couple', 'F', 'L00087', 'morrisdavid@example.net', '+1-359-485-6401')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00828', 'Steven', 'Osborn', TO_DATE('1967-06-23', 'YYYY-MM-DD'), 'Senior Citizen', 'O', 'L00105', 'evanskaren@example.com', '(969)345-5231x5')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00829', 'William', 'Levine', TO_DATE('1951-05-08', 'YYYY-MM-DD'), 'Senior Citizen', 'F', 'L00105', 'rebeccapearson@example.com', '654-795-9183')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00830', 'Johnny', 'Davis', TO_DATE('1986-07-24', 'YYYY-MM-DD'), 'Couple', 'F', 'L00003', 'lmiller@example.com', '+1-537-569-6231')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00831', 'Stephanie', 'Contreras', TO_DATE('1951-01-03', 'YYYY-MM-DD'), 'Senior Citizen', 'M', 'L00092', 'qanderson@example.com', '(873)388-7591')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00832', 'Jeffrey', 'Taylor', TO_DATE('2006-09-28', 'YYYY-MM-DD'), 'Student', 'M', 'L00053', 'smithsara@example.org', '(975)785-8318')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00833', 'John', 'Williamson', TO_DATE('1950-11-21', 'YYYY-MM-DD'), 'Senior Citizen', 'F', 'L00082', 'janet63@example.com', '(376)929-3746')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00834', 'Brittany', 'Webb', TO_DATE('1975-11-25', 'YYYY-MM-DD'), 'Group', 'O', 'L00073', 'mortiz@example.net', '+1-243-664-0779')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00835', 'Jacob', 'Duarte', TO_DATE('1963-01-05', 'YYYY-MM-DD'), 'Senior Citizen', 'F', 'L00007', 'udavidson@example.net', '971.539.8734')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00836', 'Jason', 'James', TO_DATE('2005-09-25', 'YYYY-MM-DD'), 'Student', 'M', 'L00096', 'deleonjack@example.com', '001-581-911-929')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00837', 'Jill', 'Crawford', TO_DATE('1998-02-22', 'YYYY-MM-DD'), 'Couple', 'O', 'L00081', 'susan29@example.net', '866-734-6395x49')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00838', 'Dillon', 'Leach', TO_DATE('1979-01-24', 'YYYY-MM-DD'), 'Group', 'O', 'L00099', 'tarmstrong@example.org', '515-655-6284x95')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00839', 'Hannah', 'Nelson', TO_DATE('1975-11-05', 'YYYY-MM-DD'), 'Group', 'F', 'L00077', 'brownlisa@example.org', '+1-208-776-3164')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00840', 'Jacob', 'Wells', TO_DATE('1980-05-10', 'YYYY-MM-DD'), 'Group', 'F', 'L00036', 'zacharysmith@example.net', '9107332869')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00841', 'Melinda', 'Moore', TO_DATE('1991-08-11', 'YYYY-MM-DD'), 'Couple', 'M', 'L00097', 'ilong@example.net', '902.698.6230x93')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00842', 'Renee', 'Simmons', TO_DATE('1993-04-22', 'YYYY-MM-DD'), 'Couple', 'O', 'L00061', 'fostercarolyn@example.com', '913-400-8591x14')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00843', 'Michael', 'Olson', TO_DATE('1978-05-30', 'YYYY-MM-DD'), 'Group', 'F', 'L00057', 'michael64@example.net', '001-574-352-449')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00844', 'Brenda', 'Vargas', TO_DATE('1995-06-23', 'YYYY-MM-DD'), 'Couple', 'O', 'L00009', 'stacey99@example.net', '626.449.0115')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00845', 'Nancy', 'Mahoney', TO_DATE('1947-06-25', 'YYYY-MM-DD'), 'Senior Citizen', 'O', 'L00068', 'eddie36@example.net', '(243)987-3616x9')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00846', 'Peter', 'Smith', TO_DATE('1991-10-01', 'YYYY-MM-DD'), 'Couple', 'O', 'L00079', 'hpacheco@example.org', '001-227-772-663')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00847', 'Ricardo', 'Torres', TO_DATE('1999-04-24', 'YYYY-MM-DD'), 'Student', 'M', 'L00043', 'patrick41@example.com', '(973)923-5463x4')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00848', 'Mark', 'Townsend', TO_DATE('1997-02-22', 'YYYY-MM-DD'), 'Couple', 'F', 'L00012', 'nmorrow@example.com', '001-518-336-256')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00849', 'Sarah', 'Moore', TO_DATE('1957-06-27', 'YYYY-MM-DD'), 'Senior Citizen', 'O', 'L00042', 'christinapalmer@example.org', '757.246.5393x72')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00850', 'Jason', 'Valenzuela', TO_DATE('2003-01-16', 'YYYY-MM-DD'), 'Student', 'F', 'L00077', 'juan87@example.org', '210.632.7849x00')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00851', 'Christopher', 'Terry', TO_DATE('1987-03-19', 'YYYY-MM-DD'), 'Couple', 'O', 'L00102', 'xvelazquez@example.com', '001-348-507-538')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00852', 'Michelle', 'Jones', TO_DATE('1991-06-23', 'YYYY-MM-DD'), 'Couple', 'M', 'L00066', 'idavis@example.org', '634.375.0789x34')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00853', 'Christopher', 'Sherman', TO_DATE('2005-01-29', 'YYYY-MM-DD'), 'Student', 'F', 'L00105', 'amanda86@example.net', '275.334.6971x56')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00854', 'Wesley', 'Levine', TO_DATE('1974-07-25', 'YYYY-MM-DD'), 'Group', 'M', 'L00035', 'andrew25@example.net', '6535457020')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00855', 'Jared', 'Dennis', TO_DATE('1979-12-10', 'YYYY-MM-DD'), 'Group', 'O', 'L00073', 'utaylor@example.com', '(643)711-9483x0')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00856', 'Nicole', 'Dominguez', TO_DATE('1996-12-21', 'YYYY-MM-DD'), 'Couple', 'M', 'L00086', 'kadams@example.org', '624.272.8503')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00857', 'Kimberly', 'Webb', TO_DATE('2005-04-03', 'YYYY-MM-DD'), 'Student', 'O', 'L00026', 'swilliams@example.org', '570-416-5576x68')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00858', 'Jeremy', 'Warner', TO_DATE('1993-03-13', 'YYYY-MM-DD'), 'Couple', 'O', 'L00067', 'laura92@example.net', '(916)288-0735x5')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00859', 'Robert', 'Walker', TO_DATE('1990-06-29', 'YYYY-MM-DD'), 'Couple', 'O', 'L00058', 'scottjones@example.com', '5013563273')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00860', 'Barbara', 'Bennett', TO_DATE('1991-12-20', 'YYYY-MM-DD'), 'Couple', 'F', 'L00085', 'edwardcoleman@example.com', '(285)257-0443x1')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00861', 'Jeffrey', 'Bell', TO_DATE('1991-04-06', 'YYYY-MM-DD'), 'Couple', 'O', 'L00087', 'tlynch@example.com', '6162304064')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00862', 'Robert', 'Howard', TO_DATE('2004-09-09', 'YYYY-MM-DD'), 'Student', 'F', 'L00034', 'ewilkinson@example.net', '(300)428-4192x2')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00863', 'Lydia', 'Butler', TO_DATE('1962-12-10', 'YYYY-MM-DD'), 'Senior Citizen', 'O', 'L00042', 'kpreston@example.net', '(910)657-6101')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00864', 'Noah', 'Mason', TO_DATE('1960-08-10', 'YYYY-MM-DD'), 'Senior Citizen', 'M', 'L00026', 'pspencer@example.com', '486-366-2950x25')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00865', 'Kathryn', 'Lane', TO_DATE('1965-06-23', 'YYYY-MM-DD'), 'Senior Citizen', 'M', 'L00054', 'jonathandoyle@example.net', '403.541.8272x16')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00866', 'James', 'Morales', TO_DATE('1969-04-11', 'YYYY-MM-DD'), 'Group', 'F', 'L00087', 'krios@example.org', '(392)916-4828x4')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00867', 'Christopher', 'Jones', TO_DATE('1953-05-23', 'YYYY-MM-DD'), 'Senior Citizen', 'M', 'L00096', 'christiewalton@example.com', '(336)473-5092')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00868', 'Ashley', 'Sutton', TO_DATE('1983-01-23', 'YYYY-MM-DD'), 'Group', 'F', 'L00027', 'huntermichael@example.com', '6096423745')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00869', 'Vickie', 'Gill', TO_DATE('1947-03-12', 'YYYY-MM-DD'), 'Senior Citizen', 'M', 'L00053', 'colton66@example.net', '(413)206-3637x6')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00870', 'Andrew', 'Ritter', TO_DATE('1994-03-05', 'YYYY-MM-DD'), 'Couple', 'M', 'L00087', 'susanjones@example.net', '299-937-6969')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00871', 'Sierra', 'Roberts', TO_DATE('1949-12-16', 'YYYY-MM-DD'), 'Senior Citizen', 'F', 'L00077', 'ryannielsen@example.org', '+1-564-991-1582')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00872', 'Amy', 'Nelson', TO_DATE('2005-05-27', 'YYYY-MM-DD'), 'Student', 'O', 'L00057', 'leah62@example.net', '(354)859-1871x6')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00873', 'Eric', 'Peterson', TO_DATE('1988-07-03', 'YYYY-MM-DD'), 'Couple', 'F', 'L00084', 'bwilliams@example.com', '630-723-2754x87')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00874', 'Keith', 'Daugherty', TO_DATE('1990-03-03', 'YYYY-MM-DD'), 'Couple', 'O', 'L00032', 'mike08@example.net', '+1-635-202-9799')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00875', 'April', 'Reynolds', TO_DATE('1981-09-26', 'YYYY-MM-DD'), 'Group', 'F', 'L00009', 'smithcurtis@example.com', '001-976-763-194')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00876', 'Jeffrey', 'Ferguson', TO_DATE('1964-05-30', 'YYYY-MM-DD'), 'Senior Citizen', 'F', 'L00091', 'morgan28@example.net', '(702)400-3107x0')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00877', 'Jason', 'Villa', TO_DATE('1959-06-22', 'YYYY-MM-DD'), 'Senior Citizen', 'M', 'L00071', 'aaron42@example.net', '(678)711-9011x8')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00878', 'Charles', 'Adams', TO_DATE('1999-08-30', 'YYYY-MM-DD'), 'Student', 'M', 'L00058', 'goldenjason@example.net', '555-293-8320x27')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00879', 'Lisa', 'Ayala', TO_DATE('1988-08-06', 'YYYY-MM-DD'), 'Couple', 'M', 'L00031', 'jenkinsclaire@example.com', '2603768853')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00880', 'Donald', 'Page', TO_DATE('1994-10-22', 'YYYY-MM-DD'), 'Couple', 'O', 'L00075', 'shawtaylor@example.com', '223.718.6086')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00881', 'Annette', 'Graves', TO_DATE('1991-07-05', 'YYYY-MM-DD'), 'Couple', 'O', 'L00046', 'denise18@example.com', '+1-342-478-4224')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00882', 'Phillip', 'Hayes', TO_DATE('1962-12-03', 'YYYY-MM-DD'), 'Senior Citizen', 'F', 'L00039', 'kathrynmadden@example.org', '+1-340-845-9064')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00883', 'Stacey', 'Woods', TO_DATE('1984-07-11', 'YYYY-MM-DD'), 'Couple', 'M', 'L00011', 'jennifer16@example.com', '(322)829-6352x2')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00884', 'Daniel', 'Reyes', TO_DATE('1993-07-09', 'YYYY-MM-DD'), 'Couple', 'O', 'L00083', 'alvaradochristopher@example.org', '750-821-9865x80')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00885', 'Ryan', 'Rosales', TO_DATE('1998-06-04', 'YYYY-MM-DD'), 'Couple', 'F', 'L00068', 'josephwilliams@example.net', '001-250-636-155')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00886', 'Dennis', 'Riddle', TO_DATE('1973-03-07', 'YYYY-MM-DD'), 'Group', 'M', 'L00048', 'bchavez@example.net', '001-552-425-626')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00887', 'Carla', 'Smith', TO_DATE('2004-09-23', 'YYYY-MM-DD'), 'Student', 'F', 'L00092', 'palmerchristina@example.net', '+1-226-522-7502')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00888', 'Logan', 'Smith', TO_DATE('1996-07-30', 'YYYY-MM-DD'), 'Couple', 'O', 'L00104', 'nicholaswhitney@example.net', '001-887-980-247')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00889', 'Margaret', 'Thompson', TO_DATE('1956-10-21', 'YYYY-MM-DD'), 'Senior Citizen', 'O', 'L00050', 'lyonsanthony@example.org', '001-900-848-122')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00890', 'Ronald', 'Smith', TO_DATE('1977-06-28', 'YYYY-MM-DD'), 'Group', 'M', 'L00087', 'snydersandra@example.org', '654.254.0968')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00891', 'Bruce', 'Griffin', TO_DATE('1951-11-18', 'YYYY-MM-DD'), 'Senior Citizen', 'O', 'L00066', 'jillian36@example.com', '(352)824-1478')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00892', 'Tracy', 'Roberts', TO_DATE('1989-05-09', 'YYYY-MM-DD'), 'Couple', 'O', 'L00021', 'christopher15@example.com', '+1-523-640-8956')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00893', 'Jennifer', 'Lamb', TO_DATE('1955-11-09', 'YYYY-MM-DD'), 'Senior Citizen', 'M', 'L00035', 'rmendoza@example.org', '988-485-6825x06')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00894', 'William', 'Malone', TO_DATE('1972-10-29', 'YYYY-MM-DD'), 'Group', 'F', 'L00087', 'zwhite@example.com', '001-275-318-668')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00895', 'Nathan', 'Cruz', TO_DATE('1963-08-03', 'YYYY-MM-DD'), 'Senior Citizen', 'F', 'L00081', 'fgordon@example.net', '+1-292-547-3211')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00896', 'Todd', 'Macdonald', TO_DATE('1953-03-30', 'YYYY-MM-DD'), 'Senior Citizen', 'O', 'L00030', 'cyoung@example.org', '(255)483-8743')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00897', 'Jeffrey', 'Brandt', TO_DATE('1987-09-25', 'YYYY-MM-DD'), 'Couple', 'O', 'L00036', 'valerie72@example.org', '9186647686')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00898', 'Thomas', 'Lawrence', TO_DATE('2003-03-15', 'YYYY-MM-DD'), 'Student', 'O', 'L00049', 'james85@example.org', '(816)320-5901x7')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00899', 'Michelle', 'Stevens', TO_DATE('1958-03-19', 'YYYY-MM-DD'), 'Senior Citizen', 'F', 'L00069', 'katie72@example.net', '986-589-0606')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00900', 'Andrea', 'Wood', TO_DATE('1960-01-18', 'YYYY-MM-DD'), 'Senior Citizen', 'F', 'L00084', 'henrymichael@example.org', '635-805-5463')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00901', 'Brittany', 'Foster', TO_DATE('1969-12-20', 'YYYY-MM-DD'), 'Group', 'F', 'L00010', 'dana44@example.org', '001-376-932-368')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00902', 'Joseph', 'Roach', TO_DATE('1986-04-13', 'YYYY-MM-DD'), 'Couple', 'O', 'L00045', 'davisomar@example.com', '+1-729-702-6877')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00903', 'Zachary', 'Moyer', TO_DATE('1966-07-09', 'YYYY-MM-DD'), 'Senior Citizen', 'M', 'L00078', 'mcdonaldandres@example.org', '001-302-784-057')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00904', 'Sara', 'Thomas', TO_DATE('2005-07-14', 'YYYY-MM-DD'), 'Student', 'M', 'L00030', 'monicabaxter@example.org', '4493326202')
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00905', 'Susan', 'King', TO_DATE('1994-08-20', 'YYYY-MM-DD'), 'Couple', 'F', 'L00020', 'jamie02@example.com', '(284)868-9220')
